C000001	AA_DNA_MUTATION_SIGNATURE
C002748	PTEN_FISH
C002749	PTEN_MUTATION
C002750	PTPN11_MUTATION
C002751	PT_SIZE_CATEGORY
C002752	PUBMED_ID
C002753	PULMONARY_FUNCTION_TEST_INDICATOR
C002754	PUMA_COHORT
C002755	PURITY
C002756	PURITY_ABSOLUTE
C002757	PURITY_ASSESSMENT
C002758	PURITY_PREDICTION_SCORE
C002759	P_VALUE
C002760	QS_DATE
C002761	QUALIFYING_MUT
C002762	R0_SURGERY
C002763	RACE
C002764	RACE_AMERICAN_INDIAN_OR_NATIVE_AMERICAN
C002765	RACE_BLACK_OR_AFRICAN_AMERICAN
C002766	RACE_CATEGORIZED
C002767	RACE_CHINESE
C002768	RACE_JAPANESE
C002769	RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER
C002770	RACE_OTHER
C002771	RACE_OTHER_EAST_ASIAN
C002772	RACE_PREFER_NOT_TO_ANSWER
C002773	RACE_SOUTH_EAST_ASIAN_OR_INDIAN
C002774	RACE_WHITE
C002775	RAD51C_CNA
C002776	RADADJUVANT
C002777	RADIATION_HISTORY
C002778	RADIATION_OR_CHEMOTHERAPY
C002779	RADIATION_THERAPY
C002780	RADIATION_THERAPY_DOSE_PARAAORTIC_NODES
C002781	RADIATION_THERAPY_XRT_DOSE
C002782	RADIATION_THERAPY_XRT_METHOD_PREP
C002783	RADIATION_THERAPY_XRT_SENSITIZERS
C002784	RADIATION_THERAPY_XRT_TYPE
C002785	RADIATION_TREATMENT_ADJUVANT
C002786	RADIATION_TREATMENT_NEOADJUVANT
C002787	RADIATION_TYPE_OTHER
C002788	RADICALITY
C002789	RADICAL_SURGERY
C002790	RADIO_THERAPY
C002791	RADNEOADJUVANT
C002792	RAF1_FUSION
C002793	RAFI_AGENT
C002794	RAF_INHIBITOR
C002795	RAF_RAS_STATUS
C002796	RAI
C002797	RAI_AVID
C002798	RAI_UPTAKE
C002799	RANDOM_FOREST_STURM_CLUSTER
C002800	RAS_MUTATION_RESULT
C002801	RATIO_OF_INDEL_TO_SUBSTITUTIONS
C002802	RB1_CNA
C002803	RB1_MUT
C002804	RC_GRADE
C002805	RC_YEAR
C002806	REARRANGEMENT_11Q23
C002807	REARRANGEMENT_14Q32
C002808	REARRANGEMENT_2P23
C002809	REARRANGEMENT_3P27
C002810	REASON_FOR_TX_DISCONTINUATION
C002811	REASON_WHY_NOT_RECEIVE_MT
C002812	REC
C002813	RECEIVED_IO_AFTER_1ST_LINE
C002814	RECIST_BURDEN_OF_DISEASE
C002815	RECIST_RESPONSE
C002816	RECORD_ID
C002817	RECUR
C002818	RECUR1
C002819	RECURRED_ON_ADJ_OR_PSEUDO_ADJ_TREATMENT
C002820	RECURRENCE
C002821	RECURRENCE_AT_DIAGNOSIS
C002822	RECURRENCE_HISTOLOGY
C002823	RECURRENCE_METHOD
C002824	RECURRENCE_OR_DEATH
C002825	RECURRENCE_STATUS_INTERVAL_YEARS
C002826	RECURRENT_DISEASE
C002827	RECURRENT_DISEASE_TUMOR_STUDIED
C002828	RECURRENT_FREE_INTERVAL_MONTHS
C002829	RECURRENT_METASTATIC_DISEASE
C002830	RECUR_NDSZ_DES
C002831	RECUR_NODAL_NO
C002832	RECUR_TO_IMPACT_EXTENT_MONTHS
C002833	REFLUX_HISTORY
C002834	REF_COUNT
C002835	REGIONAL_LYMPH_NODE
C002836	REGIONAL_LYMPH_NODES
C002837	REGIONAL_NODES_PATHOLOGIC_SPREAD
C002838	REGRESSION_DES
C002839	RELAPSE
C002840	RELAPSE_INTERVAL_IN_DAYS
C002841	RELAPSE_PERCENT_NECROSIS
C002842	RELAPSE_PERCENT_STROMA
C002843	RELAPSE_SEROSA
C002844	RELAPSE_TYPE
C002845	RELAPSE_YEAR
C002846	RELATED_SYMPTOM_FIRST_PRESENT
C002847	RELATED_TUMORS_OUTSIDE_ADRENAL_GLANDS
C002848	RELATION_TESTICULAR_CANCER
C002849	RELATIVE_FAMILY_CANCER_HX_TEXT
C002850	RELEVANT_MEDICAL_HISTORY
C002851	RELIGION
C002852	REPORT_YEAR
C002853	RESEARCH_NUM
C002854	RESECTION_AT_MSKC
C002855	RESECTION_AT_MSKCC
C002856	RESECTION_TIMING
C002857	RESIDUAL_SIGNATURE_NON_NORMALIZED
C002858	RESIDUAL_SIGNATURE_NORMALIZED
C002859	RESIDUAL_TUMOR
C002860	RESOURCE
C002861	RESOURCE_TYPE
C002862	RESPONSE_DAYS
C002863	RESPONSE_DURATION
C002864	RESPONSE_DURATION_MONTHS
C002865	RESPONSE_GRADE
C002866	RESPONSE_TO_FRONT_LINE_THERAPY
C002867	RESPONSE_TO_SMO_INHIBITION
C002868	RESPONSE_TO_TARGET_THERAPY
C002869	RET
C002870	RETROSPECTIVE_COLLECTION
C002871	RETROSPECTIVE_OR_PROSPECTIVE
C002872	RET_GERMLINE
C002873	RET_PTC_REARRANGEMENT_RESULT
C002874	RET_SOMATIC
C002875	REVIEWED_GLEASON
C002876	REVIEWED_GLEASON_CATEGORY
C002877	REVIEWED_GLEASON_SUM
C002878	RFS_MONTHS
C002879	RFS_STATUS
C002880	RHABDOID
C002881	RHOA_MUTATION
C002882	RHOA_PROTEIN_CODING
C002883	RICTOR_MUTATION_STATUS
C002884	RISK_CYTO
C002885	RISK_GROUP
C002886	RISK_MOLECULAR
C002887	RISK_STRATIFICATION
C002888	RMSE
C002889	RNASEQ_CLUSTER
C002890	RNASEQ_DATA
C002891	RNASEQ_PASSAGE
C002892	RNASEQ_SAMPLE_NUMBER
C002893	RNA_ID
C002894	RPA
C002895	RPLND_PATH
C002896	RPPA
C002897	RPPA_CLUSTER
C002898	RPPA_CLUSTERS_K3
C002899	RPPA_CLUSTERS_K4
C002900	RPPA_CLUSTER_EC
C002901	RPPA_CLUSTER_GEA
C002902	RPPA_CLUSTER_GEA_CIN
C002903	RPPA_CLUSTER_SCC
C002904	RPPA_DATA
C002905	RPS15_MUTATION
C002906	RSITE
C002907	RSITE1
C002908	RT_MAX_DOSE_CGY
C002909	RT_TX_REASON_NOT_COMPLETED
C002910	RT_TX_REASON_NOT_COMPLETED_OTHER
C002911	RT_TX_TOTAL_DOSE_TO_PELVIS
C002912	RUN
C002913	RX
C002914	RX_ADJ
C002915	RX_NEO_IH_CHEMO
C002916	RX_NEO_SYS_CHEMO
C002917	RX_RADS
C002918	SALVAGE_CHEMO
C002919	SALVAGE_CYSTECTOMY
C002920	SALVAGE_HAIP
C002921	SAMPLE_ACCESSION_NUMBER
C002922	SAMPLE_CATEGORY
C002923	SAMPLE_CLASS
C002924	SAMPLE_COLLECTION_METHOD
C002925	SAMPLE_COLLECTION_SOURCE
C002926	SAMPLE_COVERAGE
C002927	SAMPLE_DETAILED_SUBHISTOLOGIES
C002928	SAMPLE_DISPLAY_NAME
C002929	SAMPLE_ID
C002930	SAMPLE_ID_LEGACY
C002931	SAMPLE_INITIAL_WEIGHT
C002932	SAMPLE_MAIN_HISTOLOGY
C002933	SAMPLE_METH_ID
C002934	SAMPLE_NAME
C002935	SAMPLE_NOTES
C002936	SAMPLE_ORIGIN
C002937	SAMPLE_PRE_CHEMO
C002938	SAMPLE_PRE_LUNG_THERAPY
C002939	SAMPLE_PRE_POST_IMMUNE
C002940	SAMPLE_RNA_ID
C002941	SAMPLE_SITE
C002942	SAMPLE_SITE_SOURCE
C002943	SAMPLE_STATUS
C002944	SAMPLE_TESTED_CATEGORY
C002945	SAMPLE_TIMEPOINT
C002946	SAMPLE_TIMEPOINT
C002947	SAMPLE_TREATMENT
C002948	SAMPLE_TYPE
C002949	SAMPLE_TYPE_DETAIL
C002950	SAMPLE_TYPE_ID
C002951	SAMPLE_TYPE_ID_NUMBER
C002952	SARCOMATOID_COMPONENT
C002953	SARCOMATOID_FEATURES
C002954	SARCOMATOID_PERCENT_OF_TUMOR
C002955	SATELLITES_DES
C002956	SCA_TYPE
C002957	SCC
C002958	SCCA_TUMOR_MARKER
C002959	SCCSMG
C002960	SCC_CLUSTER_ICLUSTER_AND_SMARCA4
C002961	SCENS
C002962	SCNA_ANALYSIS
C002963	SCNA_CLUSTER
C002964	SCNA_CLUSTER_EC
C002965	SCNA_CLUSTER_GEA
C002966	SCNA_CLUSTER_GEA_CIN
C002967	SCNA_CLUSTER_SCC
C002968	SCT_IN_FIRST_CR
C002969	SDHA
C002970	SDHAF2_SDH5
C002971	SDHB
C002972	SDHB_GERMLINE
C002973	SDHC
C002974	SDHD
C002975	SDHD_GERMLINE
C002976	SDH_STATUS
C002977	SECONDARY_ALTERATIONS
C002978	SECONDARY_HISTOLOGY
C002979	SECONDARY_PLATFORM
C002980	SECONDARY_RACE
C002981	SECONDARY_THERAPY
C002982	SECOND_PRIMARY_CANCER
C002983	SEIZURE_HISTORY
C002984	SEMINAL_VESICLE_INVASION
C002985	SENSORY_CHANGES
C002986	SEQCAP_EZ_EXOME_VERSION
C002987	SEQUENCED
C002988	SEQUENCED_SAMPLE
C002989	SEQUENCE_REPORT_DATE_INT_STATIC
C002990	SEQUENCING_TYPE
C002991	SEQUENOM
C002992	SEQUENOME_MUTATIONS_FUSIONS
C002993	SEQ_ASSAY_ID
C002994	SEQ_DATE
C002995	SERUM_ALBUMIN_NORMAL_RANGE_LOWER
C002996	SERUM_ALBUMIN_NORMAL_RANGE_UPPER
C002997	SERUM_ALBUMIN_NORM_RANGE_LOWER
C002998	SERUM_ALBUMIN_NORM_RANGE_UPPER
C002999	SERUM_ALBUMIN_PRERESECTION
C003000	SERUM_ALPHA_FOETO_PROTEIN
C003001	SERUM_CALCIUM_LEVEL
C003002	SERUM_LACTATE_DEHYDROGENASE
C003003	SERUM_MARKERS
C003004	SERUM_MESOTHELIN_LOWER_LIMIT
C003005	SERUM_MESOTHELIN_PRIOR_TX
C003006	SERUM_MESOTHELIN_UPPER_LIMIT
C003007	SERUM_PSA
C003008	SETD2_MUTATION
C003009	SETD2_SOMATIC
C003010	SEX
C003011	SEX_DMT
C003012	SEX_NAACCR
C003013	SHH_AMPLIFICATION
C003014	SHORTEST_DIMENSION
C003015	SHORT_HISTOLOGY
C003016	SIDE_SURGERY
C003017	SIEWERT1
C003018	SIGCLUST_INTRINSIC_MRNA
C003019	SIGCLUST_UNSUPERVISED_MRNA
C003020	SIGNATUREA
C003021	SIGNATUREB
C003022	SIGNATUREC
C003023	SIGNATURED
C003024	SIGNATUREE
C003025	SIGNATUREF
C003026	SIGNATURE_A
C003027	SIGNATURE_B
C003028	SIGNATURE_C
C003029	SIGNET_RING
C003030	SIGNIFICANT_COMORBIDITIES
C003031	SILENT_MUTATION
C003032	SILENT_PER_MB
C003033	SILENT_RATE
C003034	SILENT_SNV
C003035	SIMPLIFIED_TUMOR_SITE
C003036	SINUSOID_INVASION
C003037	SITE
C003038	SITES_IN_COLON
C003039	SITES_OF_METASTATIC_DISEASE
C003040	SITE_FIRST_RECURRENCE
C003041	SITE_ID
C003042	SITE_OF_DM
C003043	SITE_OF_INITIAL_RELAPSE
C003044	SITE_OF_RADIATION_THERAPY
C003045	SITE_OF_RECURRENCE
C003046	SITE_OF_TISSUE_BIOPSY
C003047	SITE_OF_TISSUE_SOURCE
C003048	SITE_OF_TUMOR_TISSUE
C003049	SITE_SEQUENCED
C003050	SITE_SIMPLIFIED
C003051	SKMEL_ID
C003052	SMAD4_STATUS
C003053	SMALL_EXONIC_SOMATIC_INDELS
C003054	SMOKER
C003055	SMOKER_YEARS
C003056	SMOKING
C003057	SMOKING_AGE_START_YEARS
C003058	SMOKING_HISTORY
C003059	SMOKING_PACK_PER_DAY
C003060	SMOKING_PACK_YEARS
C003061	SMOKING_QUESTIONNAIRE
C003062	SMOKING_YEARS_QUIT
C003063	SMOKING_YEAR_STARTED
C003064	SMOKING_YEAR_STOPPED
C003065	SMO_MUTATION
C003066	SMS
C003067	SNAPSHOT_MUTATIONS
C003068	SNOMED
C003069	SNP
C003070	SNP6
C003071	SOCIAL_HISTORY
C003072	SOMATIC_BRCA_WT_STATUS
C003073	SOMATIC_STATUS
C003074	SOMATOSTATIN_ANALOG_THERAPY
C003075	SORT_FILE_NUMBER
C003076	SOURCE
C003077	SOURCE_LAB
C003078	SOURCE_OF_RECURRENCE_TISSUE
C003079	SOURCE_PATHOLOGY
C003080	SOURCE_TYPE
C003081	SO_COMMENTS
C003082	SPECIAL_HISTOLOGY
C003083	SPECIMEN
C003084	SPECIMEN_CHEMOTHERAPY_STATUS
C003085	SPECIMEN_CODE
C003086	SPECIMEN_COLLECTION_PRE_OR_POST_CHEMO
C003087	SPECIMEN_CURRENT_WEIGHT
C003088	SPECIMEN_FREEZING_METHOD
C003089	SPECIMEN_PRESERVATION_TYPE
C003090	SPECIMEN_REFERENCE_NUMBER
C003091	SPECIMEN_SECOND_LONGEST_DIMENSION
C003092	SPECIMEN_SITE
C003093	SPECIMEN_TYPE
C003094	SPINK1_HIGH
C003095	SPLICE_SITE
C003096	SPLICE_SITE_INSERTION
C003097	SPLICE_SITE_SNP
C003098	SPOPL_CNA
C003099	SPOP_MUTATION
C003100	STAGE
C003101	STAGE_AT_DIAGNOSIS
C003102	STAGE_AT_FIRST_RECURRENCE
C003103	STAGE_AT_PRESENTATION
C003104	STAGE_AT_PRESENTATION_OR_RELAPSE
C003105	STAGE_AT_TESTING
C003106	STAGE_CODE
C003107	STAGE_M
C003108	STAGE_OTHER
C003109	STAGE_YEAR
C003110	STAGING_SYSTEM
C003111	STAGING_SYSTEM_OTHER
C003112	STAIN_34BE12CK
C003113	STANDARDIZED_CELL_NAME
C003114	STANDARDIZED_PARENT_CELL_NAME
C003115	START_DATE
C003116	START_DATE_BIRTH_DATE
C003117	STATE_PROVINCE_COUNTRY_OF_PROCUREMENT
C003118	STATIN_USE
C003119	STATUS
C003120	STATUS1
C003121	STATUSDATE
C003122	STATUS_10P
C003123	STATUS_10Q
C003124	STATUS_11P
C003125	STATUS_11Q
C003126	STATUS_12P
C003127	STATUS_12Q
C003128	STATUS_13_13Q
C003129	STATUS_14_14Q
C003130	STATUS_15_15Q
C003131	STATUS_16P
C003132	STATUS_16Q
C003133	STATUS_17P
C003134	STATUS_17Q
C003135	STATUS_18P
C003136	STATUS_18Q
C003137	STATUS_19P
C003138	STATUS_19Q
C003139	STATUS_1P
C003140	STATUS_1P_19Q
C003141	STATUS_1Q
C003142	STATUS_20P
C003143	STATUS_20Q
C003144	STATUS_21_21Q
C003145	STATUS_22_22Q
C003146	STATUS_2P
C003147	STATUS_2Q
C003148	STATUS_3P
C003149	STATUS_3Q
C003150	STATUS_4P
C003151	STATUS_4Q
C003152	STATUS_5P
C003153	STATUS_5Q
C003154	STATUS_6P
C003155	STATUS_6Q
C003156	STATUS_7P
C003157	STATUS_7Q
C003158	STATUS_8P
C003159	STATUS_8Q
C003160	STATUS_9P
C003161	STATUS_9Q
C003162	STEAP
C003163	STEPHANSON_5YR_NOMOGRAM
C003164	STES_CIN_GS
C003165	STES_UNIQUE_ANATOMIC_SITE
C003166	STES_UNIQUE_ANATOMIC_SITE_GEACIN_SAMPLES_NUMERIC_CODING
C003167	STES_UNIQUE_ANATOMIC_SITE_NUMERIC_CODING
C003168	STG_GRP_NAME
C003169	STIME
C003170	STOOL_BLOOD_MONTHS
C003171	STOOL_IN_BLOOD
C003172	STOP_DATE
C003173	STOP_DATE_BIRTH_DATE
C003174	STRAIN
C003175	STROMAL_SCORE
C003176	STROMA_PERCENTAGE
C003177	STRUCTURAL_VARIANTS
C003178	STR_STATUS
C003179	STR_TESTED
C003180	STS_SRCE_DESC
C003181	STUDY
C003182	STUDY_ARM
C003183	STUDY_ID
C003184	SU2C_SAMPLE_ID
C003185	SUBCLONAL_GENOMIC_FRACTION
C003186	SUBGROUP
C003187	SUBMITTED_TUMOR_DX_DAYS_TO
C003188	SUBSEQUENT_CANCERS
C003189	SUBSEQUENT_RX
C003190	SUBSTITUTION
C003191	SUBTYPE
C003192	SUBTYPE_DETAILS
C003193	SUB_CLONES
C003194	SUB_SITE
C003195	SUFU_MUTATION
C003196	SUN_EXPOSURE
C003197	SUPERFICIAL_DX_HISTORY
C003198	SUPERVISED_DNA_METHYLATION_CLUSTER
C003199	SUPRATENTORIAL_LOCALIZATION
C003200	SURGERY
C003201	SURGERY_AT_DX
C003202	SURGERY_AT_MSKCC
C003203	SURGERY_DETAILS
C003204	SURGERY_FOR_POSITIVE_MARGINS
C003205	SURGERY_FOR_POSITIVE_MARGINS_OTHER
C003206	SURGERY_HISTORY
C003207	SURGERY_MET
C003208	SURGERY_PROCEDURE
C003209	SURGERY_SITE
C003210	SURGICAL_APPROACH_AT_DIAGNOSIS
C003211	SURGICAL_MARGIN
C003212	SURGICAL_PROCEDURE_FIRST
C003213	SURGICAL_PROCEDURE_OTHER
C003214	SURVIVAL_AFTER_BIOPSY_MONTHS
C003215	SURVIVAL_DATA_FORM
C003216	SURVIVAL_FROM_FIRST_CHEMOTHERAPY
C003217	SURVIVAL_FROM_FIRST_HORMONE_THERAPY
C003218	SUSPECTED_PRIMARY
C003219	SUV_OF_PLEURA_MAX
C003220	SVEGF
C003221	SVEGFMED
C003222	SVI
C003223	SVMEDBASE
C003224	SYMP_CHANGES_MENTAL_STATUS
C003225	SYMP_CHANGES_MOTOR_MOVEMENT
C003226	SYMP_CHANGES_SENSORY
C003227	SYMP_CHANGES_VISUAL
C003228	SYNCHRONOUS_COLON_CANCER_PRESENT
C003229	SYNCHRONOUS_DISEASE
C003230	SYNCHRONOUS_TUMOR_HISTOLOGY_PCT
C003231	SYNONYMS
C003232	SYNOVIAL_SS18SSX_FUSION_STATUS
C003233	SYNOVIAL_SS18SSX_TESTING_METHOD
C003234	SYN_IHC
C003235	SYSTEMIC_DISEASE_STATUS
C003236	SYSTEMIC_THERAPY
C003237	SYSTEMIC_TREATMENT
C003238	SYSTEMIC_TREATMENTS_OTHER
C003239	SYSTEM_VERSION
C003240	SYS_DESC
C003241	S_100_STAIN
C003242	S_STAGE
C003243	TARGETED_MOLECULAR_THERAPY
C003244	TARGETED_SEQ
C003245	TARGET_ID
C003246	TARGET_THERAPY
C003247	TARGET_THERAPY_NAME
C003248	TCF3_PBX1_STATUS
C003249	TCGA_SMOKING_CATEGORY
C003250	TCR_GAMMA_BETA
C003251	TCR_GENE_REARRANGEMENT
C003252	TELOMERE_LENGTH_ESTIMATE_IN_BLOOD_NORMAL_KB
C003253	TELOMERE_LENGTH_ESTIMATE_IN_TUMOR_KB
C003254	TELOMERE_MAINTENANCE
C003255	TEL_STATUS
C003256	TEMOZOLOMIDE_CONCURRENT_WITH_XRT
C003257	TEMOZOLOMIDE_TREATMENT
C003258	TENESMUS_WEEKS
C003259	TERTIARY_PATTERN
C003260	TERTIARY_RACE
C003261	TERT_EXPRESSION_LOG2
C003262	TERT_EXPRESSION_STATUS
C003263	TERT_MUTATION
C003264	TERT_PROMOTER_STATUS
C003265	TESTES_SITE_OF_RELAPSE
C003266	TESTICULAR_INVOLVEMENT
C003267	TESTIS_TUMOR_MACROEXTENT
C003268	TESTIS_TUMOR_MACROEXTENT_OTHER
C003269	TESTIS_TUMOR_MICROEXTENT
C003270	TEST_ALK_FISH
C003271	TEST_FGFR1_FISH
C003272	TEST_MET_FISH
C003273	TEST_MGMT_IHC
C003274	TEST_PTEN_IHC
C003275	TG_STAIN
C003276	THERAPIES_2YRS_LIST
C003277	THERAPIES_XRC_LIST
C003278	THERAPY
C003279	THREEGENE
C003280	THYROID_RELATED_DEATH
C003281	TIMEPOINT
C003282	TIMEPOINT_AFATINIB
C003283	TIMEPOINT_TRASTUZUMAB
C003284	TIME_BETWEEN_BLOOD_DRAW_AND_BIOPSY
C003285	TIME_BETWEEN_CLAMPING_AND_FREEZING
C003286	TIME_BETWEEN_EXCISION_AND_FREEZING
C003287	TIME_BETWEEN_HEALER_AND_PHYSICIAN
C003288	TIME_FROM_DX_TO_IMPACT_TESTING_MONTHS
C003289	TIME_FROM_MET_DX_SEQUENCING
C003290	TIME_FROM_OBTAINING_SAMPLE_TO_RUNNING_IMPACT_MONTHS
C003291	TIME_FROM_SURGERY_TO_CHEMOTHERAPY
C003292	TIME_FROM_SURGERY_TO_DEATH
C003293	TIME_FROM_SURGERY_TO_POD
C003294	TIME_POINT
C003295	TIME_POST_START_OF_AFATINIB_WEEKS
C003296	TIME_TO_COMPLETE_RESPONSE
C003297	TIME_TO_DEATH_MONTHS
C003298	TIME_TO_DIAGNOSIS_WITH_ADVANCED_DISEASE
C003299	TIME_TO_DISTANT_RECURRENCE
C003300	TIME_TO_FIRST_EVENT_OR_EVENT_FREE_SURVIAL
C003301	TIME_TO_FIRST_RECURRENCE
C003302	TIME_TO_LAST_FOLLOWUP
C003303	TIME_TO_LOCAL_RECURRENCE
C003304	TIME_TO_LOCAL_RECURRENCE_STATUS
C003305	TIME_TO_METASTASIS_MONTHS
C003306	TIME_TO_MET_MONTHS
C003307	TIME_TO_PATH_MONTHS
C003308	TIME_TO_PROGRESSION_OF_DISEASE
C003309	TIME_TO_PROGRESSION_OF_DISEASE_DAYS
C003310	TIME_TO_PROGRESSION_ON_FOLFOX_AND_REGORAFENIB
C003311	TIME_TO_RECURRENCE_AFTER_COMPLERE_RESECTION_OF_METS_MONTHS
C003312	TIME_TO_RECURRENCE_MONTHS
C003313	TIME_TO_RECURRENCE_OR_DEATH_MONTHS
C003314	TIME_TO_RECURRENCE_OR_MET
C003315	TIME_TO_RELAPSE
C003316	TIME_TO_RELAPSE_PROTOCOL_ENROLLMENT
C003317	TIME_TO_RESECTION
C003318	TIME_TO_SURGERY
C003319	TIME_TO_TREATMENT
C003320	TIME_TO_UNRESECTABLE_OR_METASTATIC_DISEASE_MONTHS
C003321	TIMING_OF_IMPACT
C003322	TIMING_OF_IMPACT_RELATIVE_TO_DISEASE
C003323	TISSUE_ANALYZED
C003324	TISSUE_BANK_AVAIL
C003325	TISSUE_COLLECTION_MONTHS
C003326	TISSUE_DIAGNOSIS
C003327	TISSUE_LEVEL_ANATOMIC_SITE
C003328	TISSUE_PROSPECTIVE_COLLECTION_INDICATOR
C003329	TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR
C003330	TISSUE_SEQUENCED
C003331	TISSUE_SITE
C003332	TISSUE_SITE_MET_BURDEN
C003333	TISSUE_SOURCE_SITE
C003334	TISSUE_TYPE
C003335	TMEM127
C003336	TMEM127_GERMLINE
C003337	TMPRSS2_ERG_FUSION_STATUS
C003338	TNM
C003339	TNMSTAGE
C003340	TOBACCO_SMOKING_HISTORY_INDICATOR
C003341	TOBACCO_TYPE
C003342	TOTAL
C003343	TOTAL_BILIRUBIN
C003344	TOTAL_CELL_NUMBERS
C003345	TOTAL_CNA
C003346	TOTAL_EXONIC_MUTATION_BURDEN
C003347	TOTAL_MITOSES
C003348	TOTAL_MUTATIONS
C003349	TOTAL_NUMBER_OF_SAMPLES_PER_PATIENT
C003350	TOTAL_PER_MB
C003351	TOTAL_POST_INDUCTION_REGIMENS
C003352	TOTAL_REARRANGEMENT
C003353	TOTAL_SNV
C003354	TOTAL_TIME_ON_AFATINIB_WEEKS
C003355	TOTAL_TIME_PERIOD_MONTHS
C003356	TP53_CNA
C003357	TP53_DELETION
C003358	TP53_MUTATION
C003359	TP53_PROTEIN_CODING
C003360	TP53_SOMATIC
C003361	TPS
C003362	TRADITIONAL_HEALER_HISTORY
C003363	TRANSCRIPTOME_SUBTYPE
C003364	TRANSFORMATION
C003365	TRANSFORMED_LYMPHOMA_DAYS
C003366	TRANSLOCATIONS
C003367	TRANSLOCATION_16
C003368	TRANSLOCATION_DEL_CHR_11
C003369	TRANSPLANT_TYPE
C003370	TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT
C003371	TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT_SAMPLE
C003372	TREATMENT
C003373	TREATMENT_ARM
C003374	TREATMENT_AT_MSK
C003375	TREATMENT_BEFORE_PDX
C003376	TREATMENT_BEST_RESPONSE
C003377	TREATMENT_CHEMOTHERAPY
C003378	TREATMENT_DETAILS
C003379	TREATMENT_EFFECT
C003380	TREATMENT_EXPOSED_VS_NAIVE
C003381	TREATMENT_FOR_MTS_DISEASE_BEFORE_MTS_SAMPLING
C003382	TREATMENT_HORMONE_THERAPY
C003383	TREATMENT_INTERVENTION
C003384	TREATMENT_OUTCOME_AT_TCGA_FOLLOWUP
C003385	TREATMENT_OUTCOME_FIRST_COURSE
C003386	TREATMENT_PALLIATIVE_RADIATION
C003387	TREATMENT_PRIOR_TO_RESECTION
C003388	TREATMENT_PRIOR_TO_SURGERY_INDICATOR
C003389	TREATMENT_PROSTATECTOMY
C003390	TREATMENT_RADIATION
C003391	TREATMENT_RESPONSE
C003392	TREATMENT_SCHEDULE
C003393	TREATMENT_STATUS
C003394	TREATMENT_TYPE
C003395	TRIPLE_NEG_STATUS
C003396	TRISOMY_10_11_P11_2_Q23
C003397	TRISOMY_11
C003398	TRISOMY_11_19_Q23_P13_1
C003399	TRISOMY_12
C003400	TRISOMY_21
C003401	TRISOMY_3
C003402	TRISOMY_3_5_Q25_Q34
C003403	TRISOMY_4_10
C003404	TRISOMY_4_10_17
C003405	TRISOMY_6_11_Q27_Q23
C003406	TRISOMY_6_9
C003407	TRISOMY_8
C003408	TRISOMY_8_21
C003409	TRISOMY_9
C003410	TRISOMY_9_11_P22_Q23
C003411	TSC1_MUTATION_STATUS
C003412	TSC2_MUTATION_STATUS
C003413	TSS_NAME
C003414	TTF1_STAIN
C003415	TUBE_ID
C003416	TUBULE_SCORE
C003417	TUMOR
C003418	TUMOR_BASAL_DIAMETER
C003419	TUMOR_BASAL_DIAMETER_MX
C003420	TUMOR_BORDER
C003421	TUMOR_BURDEN_PATHOLOGIC
C003422	TUMOR_BURDEN_RADIOLOGIC
C003423	TUMOR_CELLULARITY_DOMINANT_CLONE_VAF
C003424	TUMOR_CELLULARITY_PATHOLOGY_REVIEW
C003425	TUMOR_CHANGE
C003426	TUMOR_CONTENT
C003427	TUMOR_DIFFERENTIATION
C003428	TUMOR_EXOME_DEPTH
C003429	TUMOR_EXTENT
C003430	TUMOR_FOCALITY
C003431	TUMOR_GENOME_COVERAGE
C003432	TUMOR_GENOME_LIBRARY
C003433	TUMOR_GRADE
C003434	TUMOR_INFILTRATING_LYMPHOCYTES
C003435	TUMOR_INFILTRATING_MACROPHAGES
C003436	TUMOR_INVASION_PERCENT
C003437	TUMOR_LARGER_THAN_FOUR_CM
C003438	TUMOR_LEVEL
C003439	TUMOR_LOCATION
C003440	TUMOR_LOCATION_DETAILED
C003441	TUMOR_MORPHOLOGY
C003442	TUMOR_MORPHOLOGY_PERCENTAGE
C003443	TUMOR_MSK_IMPACT
C003444	TUMOR_PLOIDY
C003445	TUMOR_PURITY
C003446	TUMOR_REGION
C003447	TUMOR_RESECTED_MAX_DIMENSION
C003448	TUMOR_RESIDUAL_DISEASE
C003449	TUMOR_RESPONSE
C003450	TUMOR_SAMPLE_HISTOLOGY
C003451	TUMOR_SAMPLE_PROCUREMENT_COUNTRY
C003452	TUMOR_SHAPE_PATHOLOGIC_CLINICAL
C003453	TUMOR_SIDE
C003454	TUMOR_SITE
C003455	TUMOR_SIZE
C003456	TUMOR_SIZE_WIDTH
C003457	TUMOR_STAGE
C003458	TUMOR_STAGE_2009
C003459	TUMOR_STAGE_MPUC_DX
C003460	TUMOR_STATUS
C003461	TUMOR_SUBTYPE
C003462	TUMOR_T1_CODED
C003463	TUMOR_THICKNESS
C003464	TUMOR_THICKNESS_MEASUREMENT
C003465	TUMOR_TISSUE_SITE
C003466	TUMOR_TISSUE_SITE_OTHER
C003467	TUMOR_TOTAL_DEPTH
C003468	TUMOR_TOTAL_NECROSIS
C003469	TUMOR_TREATED
